Window_Index,Reliability_Score,Accepted,Context
74,0.7151055026155724,True,rest
75,0.7277186494279513,True,rest
76,0.7222602814754221,True,rest
77,0.7199539892527201,True,rest
78,0.7148118107898747,True,rest
79,0.7137241049054,True,rest
80,0.7122417607104469,True,rest
81,0.7223135392471439,True,rest
82,0.7161533825531805,True,rest
83,0.7105292625539078,True,rest
84,0.738131983803134,True,rest
85,0.7088632964868421,True,rest
86,0.7141448456513433,True,rest
87,0.7086466945765958,True,rest
88,0.7104337995202961,True,rest
89,0.715097904615541,True,rest
90,0.7101831186929,True,rest
91,0.7114149955705459,True,rest
92,0.7186477667148758,True,rest
93,0.7261701428843332,True,rest
94,0.7399549576315284,True,rest
95,0.7255500151549205,True,rest
96,0.7400279675218318,True,rest
97,0.7256818190077237,True,rest
98,0.7150717984110699,True,rest
99,0.7151098156271161,True,rest
100,0.7226560828568924,True,rest
101,0.718891988297695,True,rest
102,0.730073452623176,True,rest
103,0.7239934125243893,True,rest
104,0.7289309366809694,True,rest
105,0.7453163914730236,True,rest
106,0.7153551285460124,True,rest
107,0.7366611769358798,True,rest
108,0.7265406575218181,True,rest
109,0.7286511071397691,True,rest
110,0.7187031536322247,True,rest
111,0.7139506712914356,True,rest
112,0.7241103362010815,True,rest
113,0.7217738673724091,True,rest
114,0.7286723576629568,True,rest
115,0.7278692483884812,True,rest
116,0.7229779316056125,True,rest
117,0.7301124843864217,True,rest
118,0.713581491299653,True,rest
119,0.7283912670515896,True,rest
120,0.7298937970539073,True,rest
121,0.7222171993289578,True,rest
122,0.7332380062168139,True,rest
123,0.7187154951588633,True,rest
124,0.7185935582784218,True,rest
125,0.7361223967042547,True,rest
126,0.7338239042297422,True,rest
127,0.7267472750919246,True,rest
128,0.7315991233379886,True,rest
129,0.7198291328763731,True,rest
130,0.7163896554805447,True,rest
131,0.7229656066583332,True,rest
132,0.7387733959184306,True,rest
133,0.7134362189172273,True,rest
134,0.7129112154583869,True,rest
135,0.7151422622945605,True,rest
136,0.7245457031243813,True,rest
137,0.7216181500611389,True,rest
138,0.7174750492537647,True,rest
139,0.7229982732656441,True,rest
140,0.7194345806949728,True,rest
141,0.7311297486250166,True,rest
142,0.715857477325591,True,rest
143,0.7153513635442045,True,rest
144,0.732287034014781,True,rest
145,0.7233100301999136,True,rest
146,0.7192261836849749,True,rest
147,0.7401379452768478,True,rest
148,0.7165933300928063,True,rest
149,0.7280290638958202,True,rest
150,0.7289063067397025,True,rest
151,0.742979998773811,True,rest
152,0.7152917049082317,True,rest
153,0.7282078016695036,True,rest
154,0.7224522428466069,True,rest
155,0.7310150019404749,True,rest
156,0.7178281891204482,True,rest
157,0.7321954449545531,True,rest
158,0.7227579198419748,True,rest
159,0.721011392365561,True,rest
160,0.7326414534113441,True,rest
161,0.7213016937131852,True,rest
162,0.7202853157447229,True,rest
163,0.7244231467242539,True,rest
164,0.7222727452158647,True,rest
165,0.7250586742694021,True,rest
166,0.7169221475647667,True,rest
167,0.7203492862200536,True,rest
168,0.7227793590712615,True,rest
169,0.7236477604421121,True,rest
170,0.7242426612927546,True,rest
171,0.7196970266101201,True,rest
172,0.7182254325795885,True,rest
173,0.7159870747153001,True,rest
174,0.7201765817587179,True,rest
175,0.723282714051113,True,rest
176,0.7281339294109036,True,rest
177,0.7228565750626215,True,rest
178,0.7230598747232513,True,rest
179,0.7217702545890448,True,rest
180,0.7172534120142009,True,rest
181,0.7269781192031716,True,rest
182,0.7223213274353992,True,rest
183,0.7224934299067236,True,rest
184,0.7432786802749718,True,rest
185,0.736406673437706,True,rest
186,0.72988330232434,True,rest
187,0.7329286630849382,True,rest
188,0.7218737141318211,True,rest
189,0.7294937446766111,True,rest
190,0.7221846963415478,True,rest
191,0.7301534158717399,True,rest
192,0.7282599454548351,True,rest
193,0.7261930939480657,True,rest
194,0.7235136566413074,True,rest
195,0.7284670427282803,True,rest
196,0.7344889628197888,True,rest
197,0.7238693597543391,True,rest
198,0.719927174521361,True,rest
199,0.723270605281415,True,rest
200,0.7312619671198463,True,rest
201,0.7154135756552674,True,rest
202,0.7134875840432686,True,rest
203,0.7156691491129794,True,rest
204,0.7196790910975692,True,rest
205,0.7234790632395903,True,rest
206,0.721743748341608,True,rest
207,0.7358178754262557,True,rest
208,0.7181448911245853,True,rest
209,0.732270858941532,True,rest
210,0.7300662185219874,True,rest
211,0.7228621645953328,True,rest
212,0.7349397958655631,True,rest
213,0.7396170167117492,True,rest
214,0.7266774927749141,True,rest
215,0.725994833181248,True,rest
216,0.7414175555258394,True,rest
217,0.7283206556877273,True,rest
218,0.721489364428692,True,rest
219,0.7177423272209582,True,rest
220,0.7293312242273928,True,rest
221,0.7255531954168355,True,rest
222,0.7261192827633267,True,rest
223,0.7330630236539235,True,rest
224,0.7271955171062212,True,rest
225,0.7231770952346084,True,rest
226,0.7272017251259469,True,rest
227,0.7429593627607676,True,rest
228,0.7326034118929982,True,rest
229,0.7378813151538276,True,rest
230,0.7374679393043694,True,rest
231,0.7415228584630278,True,rest
232,0.7323221649919807,True,rest
233,0.7352353853613354,True,rest
234,0.7265255936692445,True,rest
235,0.7353214811098527,True,rest
236,0.7313215280708834,True,rest
237,0.72889782262041,True,rest
238,0.7229531512457856,True,rest
239,0.7372951722193027,True,rest
240,0.734033218289148,True,rest
241,0.7352703500479616,True,rest
242,0.7344639683173113,True,rest
243,0.7339583740731384,True,rest
244,0.7396565836074606,True,rest
245,0.7288061777107969,True,rest
246,0.7268163366248057,True,rest
247,0.743199548532538,True,rest
248,0.7252440605409785,True,rest
249,0.7376336273838694,True,rest
250,0.7287205589536017,True,rest
251,0.7349759831001591,True,rest
252,0.7213930431248846,True,rest
253,0.7358193275392604,True,rest
254,0.7352300188408202,True,rest
255,0.7401312089694121,True,rest
256,0.7385853423876132,True,rest
257,0.7279660521952109,True,rest
258,0.7317539334058526,True,rest
259,0.7330863962091867,True,rest
260,0.7304633803456695,True,rest
261,0.7391943821402734,True,rest
262,0.7335127442615474,True,rest
263,0.7342720087953183,True,rest
264,0.7352348257338421,True,rest
265,0.7286278912301437,True,rest
266,0.7366105814988764,True,rest
267,0.7333800323557934,True,rest
268,0.7311100359298933,True,rest
269,0.7299919869209373,True,rest
270,0.7424909463467471,True,rest
271,0.7361746663122462,True,rest
272,0.7285020067873977,True,rest
273,0.7388148781831897,True,rest
274,0.7464172245575682,True,rest
275,0.7315269067113569,True,rest
276,0.7354165868704324,True,rest
277,0.7303883219189363,True,rest
278,0.7388150664269387,True,rest
279,0.7427717217053413,True,rest
280,0.7332777319781707,True,rest
281,0.7274639913132808,True,rest
282,0.7401115829183612,True,rest
283,0.742312218908982,True,rest
284,0.7408374983389584,True,rest
285,0.7451514676364562,True,rest
286,0.7400307698475783,True,rest
287,0.7376432400669602,True,rest
288,0.734380269204046,True,rest
289,0.7392653582097015,True,rest
290,0.7440518110219576,True,rest
291,0.7369691628712893,True,rest
292,0.7321888947388533,True,rest
293,0.7482227076634708,True,rest
294,0.7327481661074877,True,rest
295,0.7476254338918991,True,rest
296,0.7315827956128796,True,rest
297,0.7292698836493888,True,rest
298,0.7429122114265977,True,rest
299,0.7383681430400186,True,rest
300,0.7348470600156355,True,rest
301,0.7271718007769603,True,rest
302,0.7355594398024292,True,rest
303,0.7599062779881967,True,rest
304,0.7339827379713763,True,rest
305,0.7347233583286766,True,rest
306,0.7526891132780469,True,rest
307,0.7378236496210975,True,rest
308,0.739648556297413,True,rest
309,0.7371147904146365,True,rest
310,0.7483453929950409,True,rest
311,0.7452671047808945,True,rest
312,0.7339367485915484,True,rest
313,0.7325701543880888,True,rest
314,0.7427539591780806,True,rest
315,0.741405894283454,True,rest
316,0.7468986315422976,True,rest
317,0.735305269676243,True,rest
318,0.728484919895068,True,rest
319,0.736627491372205,True,rest
320,0.731336308104285,True,rest
321,0.7455849731167155,True,rest
322,0.7413825146018971,True,rest
323,0.7203278598761179,True,rest
324,0.7484438288944322,True,rest
325,0.7385819141422784,True,rest
326,0.7387785404552409,True,rest
327,0.7444666832994069,True,rest
328,0.7454679844924499,True,rest
329,0.726034629464505,True,rest
330,0.738275147503347,True,rest
331,0.728870694450252,True,rest
332,0.7215733247934697,True,rest
333,0.7377996411122714,True,rest
334,0.7397337506366845,True,rest
335,0.7330154142069164,True,rest
336,0.7339294644775343,True,rest
337,0.7370507728164456,True,rest
338,0.7363291220868711,True,rest
339,0.7350884266005182,True,rest
340,0.7324820171419315,True,rest
341,0.7434410483733084,True,rest
342,0.7298384114065597,True,rest
343,0.7417132564112703,True,rest
344,0.7354569793609227,True,rest
345,0.7315636907820421,True,rest
346,0.7326744637446408,True,rest
347,0.7349444063403863,True,rest
348,0.7458709242662407,True,rest
349,0.7311744924779764,True,rest
350,0.743873741944418,True,rest
351,0.7262263126884105,True,rest
352,0.7383596890676773,True,rest
353,0.7346186983862393,True,rest
354,0.7355092622357633,True,rest
355,0.7455731367903896,True,rest
356,0.7370389252360156,True,rest
357,0.7284099358809425,True,rest
358,0.7361331198140563,True,rest
359,0.727305610081673,True,rest
360,0.7043436592355168,True,rest
